RowID,Diameter(cm),Height(cm),Date,Location,Species,Browsed,Coordinates,Notes,CanopyScore,Browsed_raw,Browsed_norm,height_cm,diam_cm,canopy_score,LifeStage,Species_code,oak_group,Site,height_class,Lat,Lon
558,,20,2024-09-30 00:00:00,Fern Station,,N,Unknown,,,N,Not browsed,20.0,,,Seedling,NAN,unknown,Fern Station,10–30,,
559,,15,2024-09-30 00:00:00,Fern Station,,N,Unknown,,,N,Not browsed,15.0,,,Seedling,NAN,unknown,Fern Station,10–30,,
560,,20,2024-09-30 00:00:00,Fern Station,,N,Unknown,,,N,Not browsed,20.0,,,Seedling,NAN,unknown,Fern Station,10–30,,
561,,46,2024-09-30 00:00:00,Fern Station,QUAL,Unknown,Unknown,,,Unknown,Unknown,46.0,,,Sapling,QUAL,white_oak,Fern Station,30–60,,
562,,11,2024-09-30 00:00:00,Fern Station,QURU,Unknown,Unknown,,,Unknown,Unknown,11.0,,,Seedling,QURU,red_oak,Fern Station,10–30,,
563,71,,2024-10-06 00:00:00,W3 Transect,Unknown,Unknown,Unknown,,,Unknown,Unknown,,71.0,,Mature,UNKNOWN,non_oak,Nature Park,,,
564,15,,2024-10-06 00:00:00,W3 Transect,Unknown,Unknown,Unknown,,,Unknown,Unknown,,15.0,,Mature,UNKNOWN,non_oak,Nature Park,,,
565,68,,2024-10-06 00:00:00,W3 Transect,Unknown,Unknown,Unknown,,,Unknown,Unknown,,68.0,,Mature,UNKNOWN,non_oak,Nature Park,,,
566,77,,2024-10-06 00:00:00,W3 Transect,Unknown,Unknown,Unknown,,,Unknown,Unknown,,77.0,,Mature,UNKNOWN,non_oak,Nature Park,,,
567,66,,2024-10-06 00:00:00,W3 Transect,Unknown,Unknown,Unknown,,,Unknown,Unknown,,66.0,,Mature,UNKNOWN,non_oak,Nature Park,,,
568,38,,2024-10-06 00:00:00,W3 Transect,Unknown,Unknown,Unknown,,,Unknown,Unknown,,38.0,,Mature,UNKNOWN,non_oak,Nature Park,,,
569,42,,2024-10-06 00:00:00,W3 Transect,Unknown,Unknown,Unknown,,,Unknown,Unknown,,42.0,,Mature,UNKNOWN,non_oak,Nature Park,,,
570,69,,2024-10-06 00:00:00,W3 Transect,Unknown,Unknown,Unknown,,,Unknown,Unknown,,69.0,,Mature,UNKNOWN,non_oak,Nature Park,,,
571,31,,2024-10-06 00:00:00,W3 Transect,Unknown,Unknown,Unknown,,,Unknown,Unknown,,31.0,,Mature,UNKNOWN,non_oak,Nature Park,,,
572,46,,2024-10-06 00:00:00,W3 Transect,Unknown,Unknown,Unknown,,,Unknown,Unknown,,46.0,,Mature,UNKNOWN,non_oak,Nature Park,,,
573,28,,2024-10-06 00:00:00,W3 Transect,Unknown,Unknown,Unknown,,,Unknown,Unknown,,28.0,,Mature,UNKNOWN,non_oak,Nature Park,,,
574,48,,2024-10-06 00:00:00,W3 Transect,Unknown,Unknown,Unknown,,,Unknown,Unknown,,48.0,,Mature,UNKNOWN,non_oak,Nature Park,,,
575,34,,2024-10-06 00:00:00,W3 Transect,Unknown,Unknown,Unknown,,,Unknown,Unknown,,34.0,,Mature,UNKNOWN,non_oak,Nature Park,,,
576,33,,2024-10-06 00:00:00,W3 Transect,Unknown,Unknown,Unknown,,,Unknown,Unknown,,33.0,,Mature,UNKNOWN,non_oak,Nature Park,,,
577,,15,2024-10-06 00:00:00,Fern Station,R,N,Unknown,"""Transect D""",,N,Not browsed,15.0,,,Seedling,R,red_oak,Fern Station,10–30,,
578,,20,2024-10-06 00:00:00,Fern Station,W,N,Unknown,,,N,Not browsed,20.0,,,Seedling,W,white_oak,Fern Station,10–30,,
579,,10,2024-10-06 00:00:00,Fern Station,W,N,Unknown,,,N,Not browsed,10.0,,,Seedling,W,white_oak,Fern Station,10–30,,
580,,15,2024-10-06 00:00:00,Fern Station,R,B,Unknown,,,B,Browsed,15.0,,,Seedling,R,red_oak,Fern Station,10–30,,
581,,10,2024-10-06 00:00:00,Fern Station,W,N,Unknown,,,N,Not browsed,10.0,,,Seedling,W,white_oak,Fern Station,10–30,,
582,,10,2024-10-06 00:00:00,Fern Station,R,N,Unknown,,,N,Not browsed,10.0,,,Seedling,R,red_oak,Fern Station,10–30,,
583,,20,2024-10-06 00:00:00,Fern Station,R,N,Unknown,,,N,Not browsed,20.0,,,Seedling,R,red_oak,Fern Station,10–30,,
584,,5,2024-10-06 00:00:00,Fern Station,R,N,Unknown,,,N,Not browsed,5.0,,,Seedling,R,red_oak,Fern Station,<10,,
585,,10,2024-10-06 00:00:00,Fern Station,R,N,Unknown,,,N,Not browsed,10.0,,,Seedling,R,red_oak,Fern Station,10–30,,
586,,10,2024-10-06 00:00:00,Fern Station,W,B,Unknown,,,B,Browsed,10.0,,,Seedling,W,white_oak,Fern Station,10–30,,
587,,10,2024-10-06 00:00:00,Fern Station,W,N,Unknown,,,N,Not browsed,10.0,,,Seedling,W,white_oak,Fern Station,10–30,,
588,,10,2024-10-06 00:00:00,Fern Station,R,N,Unknown,,,N,Not browsed,10.0,,,Seedling,R,red_oak,Fern Station,10–30,,
589,,10,2024-10-06 00:00:00,Fern Station,R,N,Unknown,,,N,Not browsed,10.0,,,Seedling,R,red_oak,Fern Station,10–30,,
590,,10,2024-10-06 00:00:00,Fern Station,R,N,Unknown,,,N,Not browsed,10.0,,,Seedling,R,red_oak,Fern Station,10–30,,
591,,15,2024-10-06 00:00:00,Fern Station,R,N,Unknown,,,N,Not browsed,15.0,,,Seedling,R,red_oak,Fern Station,10–30,,
592,,10,2024-10-06 00:00:00,Fern Station,R,N,Unknown,,,N,Not browsed,10.0,,,Seedling,R,red_oak,Fern Station,10–30,,
593,,10,2024-10-06 00:00:00,Fern Station,W,B,Unknown,,,B,Browsed,10.0,,,Seedling,W,white_oak,Fern Station,10–30,,
594,,5,2024-10-06 00:00:00,Fern Station,R,N,Unknown,,,N,Not browsed,5.0,,,Seedling,R,red_oak,Fern Station,<10,,
595,,15,2024-10-06 00:00:00,Fern Station,R,N,Unknown,,,N,Not browsed,15.0,,,Seedling,R,red_oak,Fern Station,10–30,,
596,,20,2024-10-06 00:00:00,Fern Station,W,N,Unknown,,,N,Not browsed,20.0,,,Seedling,W,white_oak,Fern Station,10–30,,
597,,15,2024-10-06 00:00:00,Fern Station,R,N,Unknown,,,N,Not browsed,15.0,,,Seedling,R,red_oak,Fern Station,10–30,,
598,,15,2024-10-06 00:00:00,Fern Station,W,N,Unknown,,,N,Not browsed,15.0,,,Seedling,W,white_oak,Fern Station,10–30,,
599,,10,2024-10-06 00:00:00,Fern Station,W,N,Unknown,,,N,Not browsed,10.0,,,Seedling,W,white_oak,Fern Station,10–30,,
600,,15,2024-10-06 00:00:00,Fern Station,R,N,Unknown,,,N,Not browsed,15.0,,,Seedling,R,red_oak,Fern Station,10–30,,
601,,20,2024-10-06 00:00:00,Fern Station,R,N,Unknown,,,N,Not browsed,20.0,,,Seedling,R,red_oak,Fern Station,10–30,,
602,,15,2024-10-06 00:00:00,Fern Station,W,N,Unknown,,,N,Not browsed,15.0,,,Seedling,W,white_oak,Fern Station,10–30,,
603,,10,2024-10-06 00:00:00,Fern Station,R,N,Unknown,,,N,Not browsed,10.0,,,Seedling,R,red_oak,Fern Station,10–30,,
604,,20,2024-10-06 00:00:00,Fern Station,R,N,Unknown,,,N,Not browsed,20.0,,,Seedling,R,red_oak,Fern Station,10–30,,
605,,20,2024-10-06 00:00:00,Fern Station,R,N,Unknown,,,N,Not browsed,20.0,,,Seedling,R,red_oak,Fern Station,10–30,,
606,,10,2024-10-06 00:00:00,Fern Station,R,N,Unknown,,,N,Not browsed,10.0,,,Seedling,R,red_oak,Fern Station,10–30,,
607,,20,2024-10-06 00:00:00,Fern Station,R,N,Unknown,,,N,Not browsed,20.0,,,Seedling,R,red_oak,Fern Station,10–30,,
608,,10,2024-10-06 00:00:00,Fern Station,R,N,Unknown,,,N,Not browsed,10.0,,,Seedling,R,red_oak,Fern Station,10–30,,
609,,10,2024-10-06 00:00:00,Fern Station,R,N,Unknown,,,N,Not browsed,10.0,,,Seedling,R,red_oak,Fern Station,10–30,,
610,,20,2024-10-06 00:00:00,Fern Station,R,N,Unknown,,,N,Not browsed,20.0,,,Seedling,R,red_oak,Fern Station,10–30,,
611,,20,2024-10-06 00:00:00,Fern Station,R,N,Unknown,,,N,Not browsed,20.0,,,Seedling,R,red_oak,Fern Station,10–30,,
612,,10,2024-10-06 00:00:00,Fern Station,R,N,Unknown,,,N,Not browsed,10.0,,,Seedling,R,red_oak,Fern Station,10–30,,
613,,15,2024-10-06 00:00:00,Fern Station,R,N,Unknown,,,N,Not browsed,15.0,,,Seedling,R,red_oak,Fern Station,10–30,,
614,,20,2024-10-06 00:00:00,Fern Station,R,N,Unknown,,,N,Not browsed,20.0,,,Seedling,R,red_oak,Fern Station,10–30,,
615,,10,2024-10-06 00:00:00,Fern Station,R,B,Unknown,,,B,Browsed,10.0,,,Seedling,R,red_oak,Fern Station,10–30,,
616,,20,2024-10-06 00:00:00,Fern Station,R,N,Unknown,,,N,Not browsed,20.0,,,Seedling,R,red_oak,Fern Station,10–30,,
617,,15,2024-10-06 00:00:00,Fern Station,W,N,Unknown,,,N,Not browsed,15.0,,,Seedling,W,white_oak,Fern Station,10–30,,
618,,15,2024-10-06 00:00:00,Fern Station,R,N,Unknown,,,N,Not browsed,15.0,,,Seedling,R,red_oak,Fern Station,10–30,,
619,,10,2024-10-06 00:00:00,Fern Station,R,N,Unknown,,,N,Not browsed,10.0,,,Seedling,R,red_oak,Fern Station,10–30,,
620,,10,2024-10-06 00:00:00,Fern Station,R,N,Unknown,,,N,Not browsed,10.0,,,Seedling,R,red_oak,Fern Station,10–30,,
621,,10,2024-10-06 00:00:00,Fern Station,R,N,Unknown,,,N,Not browsed,10.0,,,Seedling,R,red_oak,Fern Station,10–30,,
622,,15,2024-10-06 00:00:00,Fern Station,R,B,Unknown,,,B,Browsed,15.0,,,Seedling,R,red_oak,Fern Station,10–30,,
623,,15,2024-10-06 00:00:00,Fern Station,R,N,Unknown,,,N,Not browsed,15.0,,,Seedling,R,red_oak,Fern Station,10–30,,
624,,10,2024-10-06 00:00:00,Fern Station,W,N,Unknown,,,N,Not browsed,10.0,,,Seedling,W,white_oak,Fern Station,10–30,,
625,,10,2024-10-06 00:00:00,Fern Station,R,N,Unknown,,,N,Not browsed,10.0,,,Seedling,R,red_oak,Fern Station,10–30,,
626,,10,2024-10-06 00:00:00,Fern Station,R,N,Unknown,,,N,Not browsed,10.0,,,Seedling,R,red_oak,Fern Station,10–30,,
627,,15,2024-10-06 00:00:00,Fern Station,W,B,Unknown,,,B,Browsed,15.0,,,Seedling,W,white_oak,Fern Station,10–30,,
628,,10,2024-10-06 00:00:00,Fern Station,R,N,Unknown,,,N,Not browsed,10.0,,,Seedling,R,red_oak,Fern Station,10–30,,
629,,15,2024-10-06 00:00:00,Fern Station,R,B,Unknown,,,B,Browsed,15.0,,,Seedling,R,red_oak,Fern Station,10–30,,
630,,10,2024-10-06 00:00:00,Fern Station,R,N,Unknown,,,N,Not browsed,10.0,,,Seedling,R,red_oak,Fern Station,10–30,,
631,,10,2024-10-06 00:00:00,Fern Station,R,N,Unknown,,,N,Not browsed,10.0,,,Seedling,R,red_oak,Fern Station,10–30,,
632,,10,2024-10-06 00:00:00,Fern Station,R,N,Unknown,,,N,Not browsed,10.0,,,Seedling,R,red_oak,Fern Station,10–30,,
633,,10,2024-10-06 00:00:00,Fern Station,R,N,Unknown,,,N,Not browsed,10.0,,,Seedling,R,red_oak,Fern Station,10–30,,
634,,10,2024-10-06 00:00:00,Fern Station,R,N,Unknown,,,N,Not browsed,10.0,,,Seedling,R,red_oak,Fern Station,10–30,,
635,,5,2024-10-06 00:00:00,Fern Station,R,N,Unknown,,,N,Not browsed,5.0,,,Seedling,R,red_oak,Fern Station,<10,,
636,,15,2024-10-06 00:00:00,Fern Station,R,N,Unknown,,,N,Not browsed,15.0,,,Seedling,R,red_oak,Fern Station,10–30,,
637,,10,2024-10-06 00:00:00,Fern Station,R,N,Unknown,,,N,Not browsed,10.0,,,Seedling,R,red_oak,Fern Station,10–30,,
638,,15,2024-10-06 00:00:00,Fern Station,R,N,Unknown,,,N,Not browsed,15.0,,,Seedling,R,red_oak,Fern Station,10–30,,
639,,10,2024-10-06 00:00:00,Fern Station,R,N,Unknown,,,N,Not browsed,10.0,,,Seedling,R,red_oak,Fern Station,10–30,,
640,,20,2024-10-06 00:00:00,Fern Station,R,N,Unknown,,,N,Not browsed,20.0,,,Seedling,R,red_oak,Fern Station,10–30,,
641,,10,2024-10-06 00:00:00,Fern Station,R,N,Unknown,,,N,Not browsed,10.0,,,Seedling,R,red_oak,Fern Station,10–30,,
642,,10,2024-10-06 00:00:00,Fern Station,R,B,Unknown,,,B,Browsed,10.0,,,Seedling,R,red_oak,Fern Station,10–30,,
643,,15,2024-10-06 00:00:00,Fern Station,R,N,Unknown,,,N,Not browsed,15.0,,,Seedling,R,red_oak,Fern Station,10–30,,
644,,10,2024-10-06 00:00:00,Fern Station,R,N,Unknown,,,N,Not browsed,10.0,,,Seedling,R,red_oak,Fern Station,10–30,,
645,,5,2024-10-06 00:00:00,Fern Station,R,N,Unknown,,,N,Not browsed,5.0,,,Seedling,R,red_oak,Fern Station,<10,,
646,,15,2024-10-06 00:00:00,Fern Station,R,N,Unknown,,,N,Not browsed,15.0,,,Seedling,R,red_oak,Fern Station,10–30,,
647,,15,2024-10-06 00:00:00,Fern Station,R,N,Unknown,,,N,Not browsed,15.0,,,Seedling,R,red_oak,Fern Station,10–30,,
648,,20,2024-10-06 00:00:00,Fern Station,R,N,Unknown,,,N,Not browsed,20.0,,,Seedling,R,red_oak,Fern Station,10–30,,
649,,15,2024-10-06 00:00:00,Fern Station,R,B,Unknown,,,B,Browsed,15.0,,,Seedling,R,red_oak,Fern Station,10–30,,
650,,20,2024-10-06 00:00:00,Fern Station,W,N,Unknown,,,N,Not browsed,20.0,,,Seedling,W,white_oak,Fern Station,10–30,,
651,,10,2024-10-06 00:00:00,Fern Station,R,N,Unknown,,,N,Not browsed,10.0,,,Seedling,R,red_oak,Fern Station,10–30,,
652,,10,2024-10-06 00:00:00,Fern Station,R,N,Unknown,,,N,Not browsed,10.0,,,Seedling,R,red_oak,Fern Station,10–30,,
653,,10,2024-10-06 00:00:00,Fern Station,R,B,Unknown,,,B,Browsed,10.0,,,Seedling,R,red_oak,Fern Station,10–30,,
654,,10,2024-10-06 00:00:00,Fern Station,R,N,Unknown,,,N,Not browsed,10.0,,,Seedling,R,red_oak,Fern Station,10–30,,
655,,20,2024-10-06 00:00:00,Fern Station,R,N,Unknown,,,N,Not browsed,20.0,,,Seedling,R,red_oak,Fern Station,10–30,,
656,,20,2024-10-06 00:00:00,Fern Station,W,N,Unknown,,,N,Not browsed,20.0,,,Seedling,W,white_oak,Fern Station,10–30,,
657,,15,2024-10-06 00:00:00,Fern Station,W,N,Unknown,,,N,Not browsed,15.0,,,Seedling,W,white_oak,Fern Station,10–30,,
658,,30,2024-10-06 00:00:00,Fern Station,W,N,Unknown,,,N,Not browsed,30.0,,,Sapling,W,white_oak,Fern Station,30–60,,
659,,20,2024-10-06 00:00:00,Fern Station,R,N,Unknown,,,N,Not browsed,20.0,,,Seedling,R,red_oak,Fern Station,10–30,,
660,,15,2024-10-06 00:00:00,Fern Station,R,N,Unknown,,,N,Not browsed,15.0,,,Seedling,R,red_oak,Fern Station,10–30,,
661,,15,2024-10-06 00:00:00,Fern Station,R,N,Unknown,,,N,Not browsed,15.0,,,Seedling,R,red_oak,Fern Station,10–30,,
662,,20,2024-10-06 00:00:00,Fern Station,W,N,Unknown,,,N,Not browsed,20.0,,,Seedling,W,white_oak,Fern Station,10–30,,
663,,20,2024-10-06 00:00:00,Fern Station,R,N,Unknown,,,N,Not browsed,20.0,,,Seedling,R,red_oak,Fern Station,10–30,,
664,,20,2024-10-06 00:00:00,Fern Station,R,N,Unknown,,,N,Not browsed,20.0,,,Seedling,R,red_oak,Fern Station,10–30,,
665,,20,2024-10-06 00:00:00,Fern Station,R,N,Unknown,,,N,Not browsed,20.0,,,Seedling,R,red_oak,Fern Station,10–30,,
666,,15,2024-10-06 00:00:00,Fern Station,W,N,Unknown,,,N,Not browsed,15.0,,,Seedling,W,white_oak,Fern Station,10–30,,
667,,10,2024-10-06 00:00:00,Fern Station,R,N,Unknown,,,N,Not browsed,10.0,,,Seedling,R,red_oak,Fern Station,10–30,,
668,,15,2024-10-06 00:00:00,Fern Station,R,N,Unknown,,,N,Not browsed,15.0,,,Seedling,R,red_oak,Fern Station,10–30,,
669,,25,2024-10-06 00:00:00,Fern Station,R,N,Unknown,,,N,Not browsed,25.0,,,Seedling,R,red_oak,Fern Station,10–30,,
670,,10,2024-10-06 00:00:00,Fern Station,R,N,Unknown,,,N,Not browsed,10.0,,,Seedling,R,red_oak,Fern Station,10–30,,
671,,15,2024-10-06 00:00:00,Fern Station,R,N,Unknown,,,N,Not browsed,15.0,,,Seedling,R,red_oak,Fern Station,10–30,,
672,,15,2024-10-06 00:00:00,Fern Station,R,N,Unknown,,,N,Not browsed,15.0,,,Seedling,R,red_oak,Fern Station,10–30,,
673,,10,2024-10-06 00:00:00,Fern Station,W,N,Unknown,,,N,Not browsed,10.0,,,Seedling,W,white_oak,Fern Station,10–30,,
674,,15,2024-10-06 00:00:00,Fern Station,R,N,Unknown,,,N,Not browsed,15.0,,,Seedling,R,red_oak,Fern Station,10–30,,
675,,15,2024-10-06 00:00:00,Fern Station,R,N,Unknown,,,N,Not browsed,15.0,,,Seedling,R,red_oak,Fern Station,10–30,,
676,,10,2024-10-06 00:00:00,Fern Station,R,N,Unknown,,,N,Not browsed,10.0,,,Seedling,R,red_oak,Fern Station,10–30,,
677,,15,2024-10-06 00:00:00,Fern Station,R,N,Unknown,,,N,Not browsed,15.0,,,Seedling,R,red_oak,Fern Station,10–30,,
678,,10,2024-10-06 00:00:00,Fern Station,W,N,Unknown,,,N,Not browsed,10.0,,,Seedling,W,white_oak,Fern Station,10–30,,
679,73,,2024-10-06 00:00:00,Fern Station,R,Unknown,Unknown,"""Big Trees Around Transect C/D""",,Unknown,Unknown,,73.0,,Mature,R,red_oak,Fern Station,,,
680,82,,2024-10-06 00:00:00,Fern Station,R,Unknown,Unknown,,,Unknown,Unknown,,82.0,,Mature,R,red_oak,Fern Station,,,
681,41,,2024-10-06 00:00:00,Fern Station,W,Unknown,Unknown,,,Unknown,Unknown,,41.0,,Mature,W,white_oak,Fern Station,,,
682,78,,2024-10-06 00:00:00,Fern Station,W,Unknown,Unknown,,,Unknown,Unknown,,78.0,,Mature,W,white_oak,Fern Station,,,
683,77,,2024-10-06 00:00:00,Fern Station,R,Unknown,Unknown,,,Unknown,Unknown,,77.0,,Mature,R,red_oak,Fern Station,,,
684,60,,2024-10-06 00:00:00,Fern Station,W,Unknown,Unknown,,,Unknown,Unknown,,60.0,,Mature,W,white_oak,Fern Station,,,
685,66,,2024-10-06 00:00:00,Fern Station,R,Unknown,Unknown,,,Unknown,Unknown,,66.0,,Mature,R,red_oak,Fern Station,,,
686,45,,2024-10-06 00:00:00,Fern Station,W,Unknown,Unknown,,,Unknown,Unknown,,45.0,,Mature,W,white_oak,Fern Station,,,
687,51,,2024-10-06 00:00:00,Fern Station,R,Unknown,Unknown,,,Unknown,Unknown,,51.0,,Mature,R,red_oak,Fern Station,,,
688,48,,2024-10-06 00:00:00,Fern Station,W,Unknown,Unknown,,,Unknown,Unknown,,48.0,,Mature,W,white_oak,Fern Station,,,
689,44,,2024-10-06 00:00:00,Fern Station,W,Unknown,Unknown,,,Unknown,Unknown,,44.0,,Mature,W,white_oak,Fern Station,,,
690,50,,2024-10-06 00:00:00,Fern Station,R,Unknown,Unknown,,,Unknown,Unknown,,50.0,,Mature,R,red_oak,Fern Station,,,
691,57,,2024-10-06 00:00:00,Fern Station,W,Unknown,Unknown,,,Unknown,Unknown,,57.0,,Mature,W,white_oak,Fern Station,,,
692,63,,2024-10-06 00:00:00,Fern Station,W,Unknown,Unknown,,,Unknown,Unknown,,63.0,,Mature,W,white_oak,Fern Station,,,
693,64,,2024-10-06 00:00:00,Fern Station,W,Unknown,Unknown,,,Unknown,Unknown,,64.0,,Mature,W,white_oak,Fern Station,,,
694,72,,2024-10-06 00:00:00,Fern Station,R,Unknown,Unknown,,,Unknown,Unknown,,72.0,,Mature,R,red_oak,Fern Station,,,
695,64,,2024-10-06 00:00:00,Fern Station,W,Unknown,Unknown,,,Unknown,Unknown,,64.0,,Mature,W,white_oak,Fern Station,,,
696,66,,2024-10-06 00:00:00,Fern Station,R,Unknown,Unknown,,,Unknown,Unknown,,66.0,,Mature,R,red_oak,Fern Station,,,
697,42,,2024-10-06 00:00:00,Fern Station,W,Unknown,Unknown,,,Unknown,Unknown,,42.0,,Mature,W,white_oak,Fern Station,,,
698,54,,2024-10-06 00:00:00,Fern Station,W,Unknown,Unknown,,,Unknown,Unknown,,54.0,,Mature,W,white_oak,Fern Station,,,
699,68,,2024-10-06 00:00:00,Fern Station,W,Unknown,Unknown,,,Unknown,Unknown,,68.0,,Mature,W,white_oak,Fern Station,,,
700,67,,2024-10-06 00:00:00,Fern Station,R,Unknown,Unknown,,,Unknown,Unknown,,67.0,,Mature,R,red_oak,Fern Station,,,
701,62,,2024-10-06 00:00:00,Fern Station,W,Unknown,Unknown,,,Unknown,Unknown,,62.0,,Mature,W,white_oak,Fern Station,,,
702,60,,2024-10-06 00:00:00,Fern Station,W,Unknown,Unknown,,,Unknown,Unknown,,60.0,,Mature,W,white_oak,Fern Station,,,
703,45,,2024-10-06 00:00:00,Fern Station,W,Unknown,Unknown,,,Unknown,Unknown,,45.0,,Mature,W,white_oak,Fern Station,,,
704,78,,2024-10-06 00:00:00,Fern Station,R,Unknown,Unknown,,,Unknown,Unknown,,78.0,,Mature,R,red_oak,Fern Station,,,
705,73,,2024-10-06 00:00:00,Fern Station,W,Unknown,Unknown,,,Unknown,Unknown,,73.0,,Mature,W,white_oak,Fern Station,,,
706,60,,2024-10-06 00:00:00,Fern Station,W,Unknown,Unknown,,,Unknown,Unknown,,60.0,,Mature,W,white_oak,Fern Station,,,
707,49,,2024-10-06 00:00:00,Fern Station,W,Unknown,Unknown,,,Unknown,Unknown,,49.0,,Mature,W,white_oak,Fern Station,,,
708,47,,2024-10-06 00:00:00,Fern Station,W,Unknown,Unknown,,,Unknown,Unknown,,47.0,,Mature,W,white_oak,Fern Station,,,
709,52,,2024-10-06 00:00:00,Fern Station,W,Unknown,Unknown,,,Unknown,Unknown,,52.0,,Mature,W,white_oak,Fern Station,,,
710,78,,2024-10-06 00:00:00,Fern Station,W,Unknown,Unknown,,,Unknown,Unknown,,78.0,,Mature,W,white_oak,Fern Station,,,
711,81,,2024-10-06 00:00:00,Fern Station,R,Unknown,Unknown,,,Unknown,Unknown,,81.0,,Mature,R,red_oak,Fern Station,,,
712,38,,2024-10-06 00:00:00,Fern Station,W,Unknown,Unknown,,,Unknown,Unknown,,38.0,,Mature,W,white_oak,Fern Station,,,
713,52,,2024-10-06 00:00:00,Fern Station,W,Unknown,Unknown,,,Unknown,Unknown,,52.0,,Mature,W,white_oak,Fern Station,,,
714,71,,2024-10-06 00:00:00,Fern Station,R,Unknown,Unknown,,,Unknown,Unknown,,71.0,,Mature,R,red_oak,Fern Station,,,
715,87,,2024-10-06 00:00:00,Fern Station,R,Unknown,Unknown,"""Whole hillside around and above Transect B""",,Unknown,Unknown,,87.0,,Mature,R,red_oak,Fern Station,,,
716,73,,2024-10-06 00:00:00,Fern Station,R,Unknown,Unknown,,,Unknown,Unknown,,73.0,,Mature,R,red_oak,Fern Station,,,
717,13,,2024-10-06 00:00:00,Fern Station,R,Unknown,Unknown,,,Unknown,Unknown,,13.0,,Mature,R,red_oak,Fern Station,,,
718,23,,2024-10-06 00:00:00,Fern Station,R,Unknown,Unknown,,,Unknown,Unknown,,23.0,,Mature,R,red_oak,Fern Station,,,
719,18,,2024-10-06 00:00:00,Fern Station,R,Unknown,Unknown,,,Unknown,Unknown,,18.0,,Mature,R,red_oak,Fern Station,,,
720,62,,2024-10-06 00:00:00,Fern Station,R,Unknown,Unknown,,,Unknown,Unknown,,62.0,,Mature,R,red_oak,Fern Station,,,
721,7,,2024-10-06 00:00:00,Fern Station,R,Unknown,Unknown,,,Unknown,Unknown,,7.0,,Juvenile,R,red_oak,Fern Station,,,
722,42,,2024-10-06 00:00:00,Fern Station,R,Unknown,Unknown,,,Unknown,Unknown,,42.0,,Mature,R,red_oak,Fern Station,,,
723,9,,2024-10-06 00:00:00,Fern Station,W,Unknown,Unknown,,,Unknown,Unknown,,9.0,,Mature,W,white_oak,Fern Station,,,
724,35,,2024-10-06 00:00:00,Fern Station,R,Unknown,Unknown,,,Unknown,Unknown,,35.0,,Mature,R,red_oak,Fern Station,,,
725,12,,2024-10-06 00:00:00,Fern Station,R,Unknown,Unknown,,,Unknown,Unknown,,12.0,,Mature,R,red_oak,Fern Station,,,
726,13,,2024-10-06 00:00:00,Fern Station,R,Unknown,Unknown,,,Unknown,Unknown,,13.0,,Mature,R,red_oak,Fern Station,,,
727,6,,2024-10-06 00:00:00,Fern Station,W,Unknown,Unknown,,,Unknown,Unknown,,6.0,,Juvenile,W,white_oak,Fern Station,,,
728,8,,2024-10-06 00:00:00,Fern Station,W,Unknown,Unknown,,,Unknown,Unknown,,8.0,,Juvenile,W,white_oak,Fern Station,,,
729,57,,2024-10-06 00:00:00,Fern Station,R,Unknown,Unknown,,,Unknown,Unknown,,57.0,,Mature,R,red_oak,Fern Station,,,
730,15,,2024-10-06 00:00:00,Fern Station,R,Unknown,Unknown,,,Unknown,Unknown,,15.0,,Mature,R,red_oak,Fern Station,,,
731,15,,2024-10-06 00:00:00,Fern Station,R,Unknown,Unknown,,,Unknown,Unknown,,15.0,,Mature,R,red_oak,Fern Station,,,
732,59,,2024-10-06 00:00:00,Fern Station,R,Unknown,Unknown,,,Unknown,Unknown,,59.0,,Mature,R,red_oak,Fern Station,,,
733,25,,2024-10-06 00:00:00,Fern Station,R,Unknown,Unknown,,,Unknown,Unknown,,25.0,,Mature,R,red_oak,Fern Station,,,
734,44,,2024-10-06 00:00:00,Fern Station,W,Unknown,Unknown,,,Unknown,Unknown,,44.0,,Mature,W,white_oak,Fern Station,,,
735,16,,2024-10-06 00:00:00,Fern Station,R,Unknown,Unknown,,,Unknown,Unknown,,16.0,,Mature,R,red_oak,Fern Station,,,
736,16,,2024-10-06 00:00:00,Fern Station,R,Unknown,Unknown,,,Unknown,Unknown,,16.0,,Mature,R,red_oak,Fern Station,,,
737,38,,2024-10-06 00:00:00,Fern Station,R,Unknown,Unknown,,,Unknown,Unknown,,38.0,,Mature,R,red_oak,Fern Station,,,
738,17,,2024-10-06 00:00:00,Fern Station,R,Unknown,Unknown,,,Unknown,Unknown,,17.0,,Mature,R,red_oak,Fern Station,,,
739,77,,2024-10-06 00:00:00,Fern Station,W,Unknown,Unknown,,,Unknown,Unknown,,77.0,,Mature,W,white_oak,Fern Station,,,
740,7,,2024-10-06 00:00:00,Fern Station,R,Unknown,Unknown,,,Unknown,Unknown,,7.0,,Juvenile,R,red_oak,Fern Station,,,
741,23,,2024-10-06 00:00:00,Fern Station,W,Unknown,Unknown,,,Unknown,Unknown,,23.0,,Mature,W,white_oak,Fern Station,,,
742,8,,2024-10-06 00:00:00,Fern Station,R,Unknown,Unknown,,,Unknown,Unknown,,8.0,,Juvenile,R,red_oak,Fern Station,,,
743,16,,2024-10-06 00:00:00,Fern Station,R,Unknown,Unknown,,,Unknown,Unknown,,16.0,,Mature,R,red_oak,Fern Station,,,
