RowID,Diameter(cm),Height(cm),Date,Location,Species,Browsed,Coordinates,Notes,CanopyScore,Browsed_raw,Browsed_norm,height_cm,diam_cm,canopy_score,LifeStage,Species_code,oak_group,Site,browsed_bin,Date_parsed,height_class,coord_lat,coord_lon
523,,17,2024-09-30 00:00:00,Fern Station,QURU,N,Unknown,,,N,,17.0,,,Seedling,QURU,red_oak,Fern Station,,2024-09-30,10–29 cm,,
524,,25,2024-09-30 00:00:00,Fern Station,QUAL,B,Unknown,,,B,,25.0,,,Seedling,QUAL,white_oak,Fern Station,,2024-09-30,10–29 cm,,
525,,13,2024-09-30 00:00:00,Fern Station,,N,Unknown,,,N,,13.0,,,Seedling,NAN,non-oak,Fern Station,,2024-09-30,10–29 cm,,
526,,31,2024-09-30 00:00:00,Fern Station,,B,Unknown,,,B,,31.0,,,Seedling,NAN,non-oak,Fern Station,,2024-09-30,30–99 cm,,
527,,35,2024-09-30 00:00:00,Fern Station,,B,Unknown,,,B,,35.0,,,Seedling,NAN,non-oak,Fern Station,,2024-09-30,30–99 cm,,
528,,25,2024-09-30 00:00:00,Fern Station,QUAL,B,Unknown,,,B,,25.0,,,Seedling,QUAL,white_oak,Fern Station,,2024-09-30,10–29 cm,,
529,,23,2024-09-30 00:00:00,Fern Station,,N,Unknown,,,N,,23.0,,,Seedling,NAN,non-oak,Fern Station,,2024-09-30,10–29 cm,,
530,,21,2024-09-30 00:00:00,Fern Station,,N,Unknown,,,N,,21.0,,,Seedling,NAN,non-oak,Fern Station,,2024-09-30,10–29 cm,,
531,,11,2024-09-30 00:00:00,Fern Station,,N,Unknown,,,N,,11.0,,,Seedling,NAN,non-oak,Fern Station,,2024-09-30,10–29 cm,,
532,,13,2024-09-30 00:00:00,Fern Station,,B,Unknown,,,B,,13.0,,,Seedling,NAN,non-oak,Fern Station,,2024-09-30,10–29 cm,,
533,,28,2024-09-30 00:00:00,Fern Station,,B,Unknown,,,B,,28.0,,,Seedling,NAN,non-oak,Fern Station,,2024-09-30,10–29 cm,,
534,,15,2024-09-30 00:00:00,Fern Station,QURU,B,Unknown,,,B,,15.0,,,Seedling,QURU,red_oak,Fern Station,,2024-09-30,10–29 cm,,
535,,18,2024-09-30 00:00:00,Fern Station,QUAL,B,Unknown,,,B,,18.0,,,Seedling,QUAL,white_oak,Fern Station,,2024-09-30,10–29 cm,,
536,,18,2024-09-30 00:00:00,Fern Station,,B,Unknown,,,B,,18.0,,,Seedling,NAN,non-oak,Fern Station,,2024-09-30,10–29 cm,,
537,,10,2024-09-30 00:00:00,Fern Station,,N,Unknown,,,N,,10.0,,,Seedling,NAN,non-oak,Fern Station,,2024-09-30,10–29 cm,,
538,,21,2024-09-30 00:00:00,Fern Station,,N,Unknown,,,N,,21.0,,,Seedling,NAN,non-oak,Fern Station,,2024-09-30,10–29 cm,,
539,,30,2024-09-30 00:00:00,Fern Station,,B,Unknown,,,B,,30.0,,,Seedling,NAN,non-oak,Fern Station,,2024-09-30,30–99 cm,,
540,,12,2024-09-30 00:00:00,Fern Station,QURU,N,Unknown,,,N,,12.0,,,Seedling,QURU,red_oak,Fern Station,,2024-09-30,10–29 cm,,
541,,7,2024-09-30 00:00:00,Fern Station,,N,Unknown,,,N,,7.0,,,Seedling,NAN,non-oak,Fern Station,,2024-09-30,<10 cm,,
542,,13,2024-09-30 00:00:00,Fern Station,,N,Unknown,,,N,,13.0,,,Seedling,NAN,non-oak,Fern Station,,2024-09-30,10–29 cm,,
543,,15,2024-09-30 00:00:00,Fern Station,,N,Unknown,,,N,,15.0,,,Seedling,NAN,non-oak,Fern Station,,2024-09-30,10–29 cm,,
544,,12,2024-09-30 00:00:00,Fern Station,QURU,B,Unknown,,,B,,12.0,,,Seedling,QURU,red_oak,Fern Station,,2024-09-30,10–29 cm,,
545,,30,2024-09-30 00:00:00,Fern Station,QUAL,B,Unknown,,,B,,30.0,,,Seedling,QUAL,white_oak,Fern Station,,2024-09-30,30–99 cm,,
546,,13,2024-09-30 00:00:00,Fern Station,QURU,B,Unknown,,,B,,13.0,,,Seedling,QURU,red_oak,Fern Station,,2024-09-30,10–29 cm,,
547,,17,2024-09-30 00:00:00,Fern Station,QUAL,N,Unknown,,,N,,17.0,,,Seedling,QUAL,white_oak,Fern Station,,2024-09-30,10–29 cm,,
548,,21,2024-09-30 00:00:00,Fern Station,,N,Unknown,,,N,,21.0,,,Seedling,NAN,non-oak,Fern Station,,2024-09-30,10–29 cm,,
549,,18,2024-09-30 00:00:00,Fern Station,QURU,B,Unknown,,,B,,18.0,,,Seedling,QURU,red_oak,Fern Station,,2024-09-30,10–29 cm,,
550,,16,2024-09-30 00:00:00,Fern Station,,N,Unknown,,,N,,16.0,,,Seedling,NAN,non-oak,Fern Station,,2024-09-30,10–29 cm,,
551,,17,2024-09-30 00:00:00,Fern Station,QUAL,B,Unknown,,,B,,17.0,,,Seedling,QUAL,white_oak,Fern Station,,2024-09-30,10–29 cm,,
552,,12,2024-09-30 00:00:00,Fern Station,QURU,B,Unknown,,,B,,12.0,,,Seedling,QURU,red_oak,Fern Station,,2024-09-30,10–29 cm,,
553,,18,2024-09-30 00:00:00,Fern Station,,N,Unknown,,,N,,18.0,,,Seedling,NAN,non-oak,Fern Station,,2024-09-30,10–29 cm,,
554,,18,2024-09-30 00:00:00,Fern Station,,N,Unknown,,,N,,18.0,,,Seedling,NAN,non-oak,Fern Station,,2024-09-30,10–29 cm,,
555,,9,2024-09-30 00:00:00,Fern Station,,N,Unknown,,,N,,9.0,,,Seedling,NAN,non-oak,Fern Station,,2024-09-30,<10 cm,,
556,,10,2024-09-30 00:00:00,Fern Station,,N,Unknown,,,N,,10.0,,,Seedling,NAN,non-oak,Fern Station,,2024-09-30,10–29 cm,,
557,,18,2024-09-30 00:00:00,Fern Station,,N,Unknown,,,N,,18.0,,,Seedling,NAN,non-oak,Fern Station,,2024-09-30,10–29 cm,,
558,,20,2024-09-30 00:00:00,Fern Station,,N,Unknown,,,N,,20.0,,,Seedling,NAN,non-oak,Fern Station,,2024-09-30,10–29 cm,,
559,,15,2024-09-30 00:00:00,Fern Station,,N,Unknown,,,N,,15.0,,,Seedling,NAN,non-oak,Fern Station,,2024-09-30,10–29 cm,,
560,,20,2024-09-30 00:00:00,Fern Station,,N,Unknown,,,N,,20.0,,,Seedling,NAN,non-oak,Fern Station,,2024-09-30,10–29 cm,,
561,,46,2024-09-30 00:00:00,Fern Station,QUAL,Unknown,Unknown,,,Unknown,,46.0,,,Seedling,QUAL,white_oak,Fern Station,,2024-09-30,30–99 cm,,
562,,11,2024-09-30 00:00:00,Fern Station,QURU,Unknown,Unknown,,,Unknown,,11.0,,,Seedling,QURU,red_oak,Fern Station,,2024-09-30,10–29 cm,,
563,71,,2024-10-06 00:00:00,W3 Transect,Unknown,Unknown,Unknown,,,Unknown,,,71.0,,Adult,UNKNOWN,non-oak,Nature Park,,2024-10-06,,,
564,15,,2024-10-06 00:00:00,W3 Transect,Unknown,Unknown,Unknown,,,Unknown,,,15.0,,Unknown,UNKNOWN,non-oak,Nature Park,,2024-10-06,,,
565,68,,2024-10-06 00:00:00,W3 Transect,Unknown,Unknown,Unknown,,,Unknown,,,68.0,,Adult,UNKNOWN,non-oak,Nature Park,,2024-10-06,,,
566,77,,2024-10-06 00:00:00,W3 Transect,Unknown,Unknown,Unknown,,,Unknown,,,77.0,,Adult,UNKNOWN,non-oak,Nature Park,,2024-10-06,,,
567,66,,2024-10-06 00:00:00,W3 Transect,Unknown,Unknown,Unknown,,,Unknown,,,66.0,,Adult,UNKNOWN,non-oak,Nature Park,,2024-10-06,,,
568,38,,2024-10-06 00:00:00,W3 Transect,Unknown,Unknown,Unknown,,,Unknown,,,38.0,,Adult,UNKNOWN,non-oak,Nature Park,,2024-10-06,,,
569,42,,2024-10-06 00:00:00,W3 Transect,Unknown,Unknown,Unknown,,,Unknown,,,42.0,,Adult,UNKNOWN,non-oak,Nature Park,,2024-10-06,,,
570,69,,2024-10-06 00:00:00,W3 Transect,Unknown,Unknown,Unknown,,,Unknown,,,69.0,,Adult,UNKNOWN,non-oak,Nature Park,,2024-10-06,,,
571,31,,2024-10-06 00:00:00,W3 Transect,Unknown,Unknown,Unknown,,,Unknown,,,31.0,,Adult,UNKNOWN,non-oak,Nature Park,,2024-10-06,,,
572,46,,2024-10-06 00:00:00,W3 Transect,Unknown,Unknown,Unknown,,,Unknown,,,46.0,,Adult,UNKNOWN,non-oak,Nature Park,,2024-10-06,,,
573,28,,2024-10-06 00:00:00,W3 Transect,Unknown,Unknown,Unknown,,,Unknown,,,28.0,,Adult,UNKNOWN,non-oak,Nature Park,,2024-10-06,,,
574,48,,2024-10-06 00:00:00,W3 Transect,Unknown,Unknown,Unknown,,,Unknown,,,48.0,,Adult,UNKNOWN,non-oak,Nature Park,,2024-10-06,,,
575,34,,2024-10-06 00:00:00,W3 Transect,Unknown,Unknown,Unknown,,,Unknown,,,34.0,,Adult,UNKNOWN,non-oak,Nature Park,,2024-10-06,,,
576,33,,2024-10-06 00:00:00,W3 Transect,Unknown,Unknown,Unknown,,,Unknown,,,33.0,,Adult,UNKNOWN,non-oak,Nature Park,,2024-10-06,,,
577,,15,2024-10-06 00:00:00,Fern Station,R,N,Unknown,"""Transect D""",,N,,15.0,,,Seedling,R,red_oak,Fern Station,,2024-10-06,10–29 cm,,
578,,20,2024-10-06 00:00:00,Fern Station,W,N,Unknown,,,N,,20.0,,,Seedling,W,white_oak,Fern Station,,2024-10-06,10–29 cm,,
579,,10,2024-10-06 00:00:00,Fern Station,W,N,Unknown,,,N,,10.0,,,Seedling,W,white_oak,Fern Station,,2024-10-06,10–29 cm,,
580,,15,2024-10-06 00:00:00,Fern Station,R,B,Unknown,,,B,,15.0,,,Seedling,R,red_oak,Fern Station,,2024-10-06,10–29 cm,,
581,,10,2024-10-06 00:00:00,Fern Station,W,N,Unknown,,,N,,10.0,,,Seedling,W,white_oak,Fern Station,,2024-10-06,10–29 cm,,
582,,10,2024-10-06 00:00:00,Fern Station,R,N,Unknown,,,N,,10.0,,,Seedling,R,red_oak,Fern Station,,2024-10-06,10–29 cm,,
583,,20,2024-10-06 00:00:00,Fern Station,R,N,Unknown,,,N,,20.0,,,Seedling,R,red_oak,Fern Station,,2024-10-06,10–29 cm,,
584,,5,2024-10-06 00:00:00,Fern Station,R,N,Unknown,,,N,,5.0,,,Seedling,R,red_oak,Fern Station,,2024-10-06,<10 cm,,
585,,10,2024-10-06 00:00:00,Fern Station,R,N,Unknown,,,N,,10.0,,,Seedling,R,red_oak,Fern Station,,2024-10-06,10–29 cm,,
586,,10,2024-10-06 00:00:00,Fern Station,W,B,Unknown,,,B,,10.0,,,Seedling,W,white_oak,Fern Station,,2024-10-06,10–29 cm,,
587,,10,2024-10-06 00:00:00,Fern Station,W,N,Unknown,,,N,,10.0,,,Seedling,W,white_oak,Fern Station,,2024-10-06,10–29 cm,,
588,,10,2024-10-06 00:00:00,Fern Station,R,N,Unknown,,,N,,10.0,,,Seedling,R,red_oak,Fern Station,,2024-10-06,10–29 cm,,
589,,10,2024-10-06 00:00:00,Fern Station,R,N,Unknown,,,N,,10.0,,,Seedling,R,red_oak,Fern Station,,2024-10-06,10–29 cm,,
590,,10,2024-10-06 00:00:00,Fern Station,R,N,Unknown,,,N,,10.0,,,Seedling,R,red_oak,Fern Station,,2024-10-06,10–29 cm,,
591,,15,2024-10-06 00:00:00,Fern Station,R,N,Unknown,,,N,,15.0,,,Seedling,R,red_oak,Fern Station,,2024-10-06,10–29 cm,,
592,,10,2024-10-06 00:00:00,Fern Station,R,N,Unknown,,,N,,10.0,,,Seedling,R,red_oak,Fern Station,,2024-10-06,10–29 cm,,
593,,10,2024-10-06 00:00:00,Fern Station,W,B,Unknown,,,B,,10.0,,,Seedling,W,white_oak,Fern Station,,2024-10-06,10–29 cm,,
594,,5,2024-10-06 00:00:00,Fern Station,R,N,Unknown,,,N,,5.0,,,Seedling,R,red_oak,Fern Station,,2024-10-06,<10 cm,,
595,,15,2024-10-06 00:00:00,Fern Station,R,N,Unknown,,,N,,15.0,,,Seedling,R,red_oak,Fern Station,,2024-10-06,10–29 cm,,
596,,20,2024-10-06 00:00:00,Fern Station,W,N,Unknown,,,N,,20.0,,,Seedling,W,white_oak,Fern Station,,2024-10-06,10–29 cm,,
597,,15,2024-10-06 00:00:00,Fern Station,R,N,Unknown,,,N,,15.0,,,Seedling,R,red_oak,Fern Station,,2024-10-06,10–29 cm,,
598,,15,2024-10-06 00:00:00,Fern Station,W,N,Unknown,,,N,,15.0,,,Seedling,W,white_oak,Fern Station,,2024-10-06,10–29 cm,,
599,,10,2024-10-06 00:00:00,Fern Station,W,N,Unknown,,,N,,10.0,,,Seedling,W,white_oak,Fern Station,,2024-10-06,10–29 cm,,
600,,15,2024-10-06 00:00:00,Fern Station,R,N,Unknown,,,N,,15.0,,,Seedling,R,red_oak,Fern Station,,2024-10-06,10–29 cm,,
601,,20,2024-10-06 00:00:00,Fern Station,R,N,Unknown,,,N,,20.0,,,Seedling,R,red_oak,Fern Station,,2024-10-06,10–29 cm,,
602,,15,2024-10-06 00:00:00,Fern Station,W,N,Unknown,,,N,,15.0,,,Seedling,W,white_oak,Fern Station,,2024-10-06,10–29 cm,,
603,,10,2024-10-06 00:00:00,Fern Station,R,N,Unknown,,,N,,10.0,,,Seedling,R,red_oak,Fern Station,,2024-10-06,10–29 cm,,
604,,20,2024-10-06 00:00:00,Fern Station,R,N,Unknown,,,N,,20.0,,,Seedling,R,red_oak,Fern Station,,2024-10-06,10–29 cm,,
605,,20,2024-10-06 00:00:00,Fern Station,R,N,Unknown,,,N,,20.0,,,Seedling,R,red_oak,Fern Station,,2024-10-06,10–29 cm,,
606,,10,2024-10-06 00:00:00,Fern Station,R,N,Unknown,,,N,,10.0,,,Seedling,R,red_oak,Fern Station,,2024-10-06,10–29 cm,,
607,,20,2024-10-06 00:00:00,Fern Station,R,N,Unknown,,,N,,20.0,,,Seedling,R,red_oak,Fern Station,,2024-10-06,10–29 cm,,
608,,10,2024-10-06 00:00:00,Fern Station,R,N,Unknown,,,N,,10.0,,,Seedling,R,red_oak,Fern Station,,2024-10-06,10–29 cm,,
609,,10,2024-10-06 00:00:00,Fern Station,R,N,Unknown,,,N,,10.0,,,Seedling,R,red_oak,Fern Station,,2024-10-06,10–29 cm,,
610,,20,2024-10-06 00:00:00,Fern Station,R,N,Unknown,,,N,,20.0,,,Seedling,R,red_oak,Fern Station,,2024-10-06,10–29 cm,,
611,,20,2024-10-06 00:00:00,Fern Station,R,N,Unknown,,,N,,20.0,,,Seedling,R,red_oak,Fern Station,,2024-10-06,10–29 cm,,
612,,10,2024-10-06 00:00:00,Fern Station,R,N,Unknown,,,N,,10.0,,,Seedling,R,red_oak,Fern Station,,2024-10-06,10–29 cm,,
613,,15,2024-10-06 00:00:00,Fern Station,R,N,Unknown,,,N,,15.0,,,Seedling,R,red_oak,Fern Station,,2024-10-06,10–29 cm,,
614,,20,2024-10-06 00:00:00,Fern Station,R,N,Unknown,,,N,,20.0,,,Seedling,R,red_oak,Fern Station,,2024-10-06,10–29 cm,,
615,,10,2024-10-06 00:00:00,Fern Station,R,B,Unknown,,,B,,10.0,,,Seedling,R,red_oak,Fern Station,,2024-10-06,10–29 cm,,
616,,20,2024-10-06 00:00:00,Fern Station,R,N,Unknown,,,N,,20.0,,,Seedling,R,red_oak,Fern Station,,2024-10-06,10–29 cm,,
617,,15,2024-10-06 00:00:00,Fern Station,W,N,Unknown,,,N,,15.0,,,Seedling,W,white_oak,Fern Station,,2024-10-06,10–29 cm,,
618,,15,2024-10-06 00:00:00,Fern Station,R,N,Unknown,,,N,,15.0,,,Seedling,R,red_oak,Fern Station,,2024-10-06,10–29 cm,,
619,,10,2024-10-06 00:00:00,Fern Station,R,N,Unknown,,,N,,10.0,,,Seedling,R,red_oak,Fern Station,,2024-10-06,10–29 cm,,
620,,10,2024-10-06 00:00:00,Fern Station,R,N,Unknown,,,N,,10.0,,,Seedling,R,red_oak,Fern Station,,2024-10-06,10–29 cm,,
621,,10,2024-10-06 00:00:00,Fern Station,R,N,Unknown,,,N,,10.0,,,Seedling,R,red_oak,Fern Station,,2024-10-06,10–29 cm,,
622,,15,2024-10-06 00:00:00,Fern Station,R,B,Unknown,,,B,,15.0,,,Seedling,R,red_oak,Fern Station,,2024-10-06,10–29 cm,,
623,,15,2024-10-06 00:00:00,Fern Station,R,N,Unknown,,,N,,15.0,,,Seedling,R,red_oak,Fern Station,,2024-10-06,10–29 cm,,
624,,10,2024-10-06 00:00:00,Fern Station,W,N,Unknown,,,N,,10.0,,,Seedling,W,white_oak,Fern Station,,2024-10-06,10–29 cm,,
625,,10,2024-10-06 00:00:00,Fern Station,R,N,Unknown,,,N,,10.0,,,Seedling,R,red_oak,Fern Station,,2024-10-06,10–29 cm,,
626,,10,2024-10-06 00:00:00,Fern Station,R,N,Unknown,,,N,,10.0,,,Seedling,R,red_oak,Fern Station,,2024-10-06,10–29 cm,,
627,,15,2024-10-06 00:00:00,Fern Station,W,B,Unknown,,,B,,15.0,,,Seedling,W,white_oak,Fern Station,,2024-10-06,10–29 cm,,
628,,10,2024-10-06 00:00:00,Fern Station,R,N,Unknown,,,N,,10.0,,,Seedling,R,red_oak,Fern Station,,2024-10-06,10–29 cm,,
629,,15,2024-10-06 00:00:00,Fern Station,R,B,Unknown,,,B,,15.0,,,Seedling,R,red_oak,Fern Station,,2024-10-06,10–29 cm,,
630,,10,2024-10-06 00:00:00,Fern Station,R,N,Unknown,,,N,,10.0,,,Seedling,R,red_oak,Fern Station,,2024-10-06,10–29 cm,,
631,,10,2024-10-06 00:00:00,Fern Station,R,N,Unknown,,,N,,10.0,,,Seedling,R,red_oak,Fern Station,,2024-10-06,10–29 cm,,
632,,10,2024-10-06 00:00:00,Fern Station,R,N,Unknown,,,N,,10.0,,,Seedling,R,red_oak,Fern Station,,2024-10-06,10–29 cm,,
633,,10,2024-10-06 00:00:00,Fern Station,R,N,Unknown,,,N,,10.0,,,Seedling,R,red_oak,Fern Station,,2024-10-06,10–29 cm,,
634,,10,2024-10-06 00:00:00,Fern Station,R,N,Unknown,,,N,,10.0,,,Seedling,R,red_oak,Fern Station,,2024-10-06,10–29 cm,,
635,,5,2024-10-06 00:00:00,Fern Station,R,N,Unknown,,,N,,5.0,,,Seedling,R,red_oak,Fern Station,,2024-10-06,<10 cm,,
636,,15,2024-10-06 00:00:00,Fern Station,R,N,Unknown,,,N,,15.0,,,Seedling,R,red_oak,Fern Station,,2024-10-06,10–29 cm,,
637,,10,2024-10-06 00:00:00,Fern Station,R,N,Unknown,,,N,,10.0,,,Seedling,R,red_oak,Fern Station,,2024-10-06,10–29 cm,,
638,,15,2024-10-06 00:00:00,Fern Station,R,N,Unknown,,,N,,15.0,,,Seedling,R,red_oak,Fern Station,,2024-10-06,10–29 cm,,
639,,10,2024-10-06 00:00:00,Fern Station,R,N,Unknown,,,N,,10.0,,,Seedling,R,red_oak,Fern Station,,2024-10-06,10–29 cm,,
640,,20,2024-10-06 00:00:00,Fern Station,R,N,Unknown,,,N,,20.0,,,Seedling,R,red_oak,Fern Station,,2024-10-06,10–29 cm,,
641,,10,2024-10-06 00:00:00,Fern Station,R,N,Unknown,,,N,,10.0,,,Seedling,R,red_oak,Fern Station,,2024-10-06,10–29 cm,,
642,,10,2024-10-06 00:00:00,Fern Station,R,B,Unknown,,,B,,10.0,,,Seedling,R,red_oak,Fern Station,,2024-10-06,10–29 cm,,
643,,15,2024-10-06 00:00:00,Fern Station,R,N,Unknown,,,N,,15.0,,,Seedling,R,red_oak,Fern Station,,2024-10-06,10–29 cm,,
644,,10,2024-10-06 00:00:00,Fern Station,R,N,Unknown,,,N,,10.0,,,Seedling,R,red_oak,Fern Station,,2024-10-06,10–29 cm,,
645,,5,2024-10-06 00:00:00,Fern Station,R,N,Unknown,,,N,,5.0,,,Seedling,R,red_oak,Fern Station,,2024-10-06,<10 cm,,
646,,15,2024-10-06 00:00:00,Fern Station,R,N,Unknown,,,N,,15.0,,,Seedling,R,red_oak,Fern Station,,2024-10-06,10–29 cm,,
647,,15,2024-10-06 00:00:00,Fern Station,R,N,Unknown,,,N,,15.0,,,Seedling,R,red_oak,Fern Station,,2024-10-06,10–29 cm,,
648,,20,2024-10-06 00:00:00,Fern Station,R,N,Unknown,,,N,,20.0,,,Seedling,R,red_oak,Fern Station,,2024-10-06,10–29 cm,,
649,,15,2024-10-06 00:00:00,Fern Station,R,B,Unknown,,,B,,15.0,,,Seedling,R,red_oak,Fern Station,,2024-10-06,10–29 cm,,
650,,20,2024-10-06 00:00:00,Fern Station,W,N,Unknown,,,N,,20.0,,,Seedling,W,white_oak,Fern Station,,2024-10-06,10–29 cm,,
651,,10,2024-10-06 00:00:00,Fern Station,R,N,Unknown,,,N,,10.0,,,Seedling,R,red_oak,Fern Station,,2024-10-06,10–29 cm,,
652,,10,2024-10-06 00:00:00,Fern Station,R,N,Unknown,,,N,,10.0,,,Seedling,R,red_oak,Fern Station,,2024-10-06,10–29 cm,,
653,,10,2024-10-06 00:00:00,Fern Station,R,B,Unknown,,,B,,10.0,,,Seedling,R,red_oak,Fern Station,,2024-10-06,10–29 cm,,
654,,10,2024-10-06 00:00:00,Fern Station,R,N,Unknown,,,N,,10.0,,,Seedling,R,red_oak,Fern Station,,2024-10-06,10–29 cm,,
655,,20,2024-10-06 00:00:00,Fern Station,R,N,Unknown,,,N,,20.0,,,Seedling,R,red_oak,Fern Station,,2024-10-06,10–29 cm,,
656,,20,2024-10-06 00:00:00,Fern Station,W,N,Unknown,,,N,,20.0,,,Seedling,W,white_oak,Fern Station,,2024-10-06,10–29 cm,,
657,,15,2024-10-06 00:00:00,Fern Station,W,N,Unknown,,,N,,15.0,,,Seedling,W,white_oak,Fern Station,,2024-10-06,10–29 cm,,
658,,30,2024-10-06 00:00:00,Fern Station,W,N,Unknown,,,N,,30.0,,,Seedling,W,white_oak,Fern Station,,2024-10-06,30–99 cm,,
659,,20,2024-10-06 00:00:00,Fern Station,R,N,Unknown,,,N,,20.0,,,Seedling,R,red_oak,Fern Station,,2024-10-06,10–29 cm,,
660,,15,2024-10-06 00:00:00,Fern Station,R,N,Unknown,,,N,,15.0,,,Seedling,R,red_oak,Fern Station,,2024-10-06,10–29 cm,,
661,,15,2024-10-06 00:00:00,Fern Station,R,N,Unknown,,,N,,15.0,,,Seedling,R,red_oak,Fern Station,,2024-10-06,10–29 cm,,
662,,20,2024-10-06 00:00:00,Fern Station,W,N,Unknown,,,N,,20.0,,,Seedling,W,white_oak,Fern Station,,2024-10-06,10–29 cm,,
663,,20,2024-10-06 00:00:00,Fern Station,R,N,Unknown,,,N,,20.0,,,Seedling,R,red_oak,Fern Station,,2024-10-06,10–29 cm,,
664,,20,2024-10-06 00:00:00,Fern Station,R,N,Unknown,,,N,,20.0,,,Seedling,R,red_oak,Fern Station,,2024-10-06,10–29 cm,,
665,,20,2024-10-06 00:00:00,Fern Station,R,N,Unknown,,,N,,20.0,,,Seedling,R,red_oak,Fern Station,,2024-10-06,10–29 cm,,
666,,15,2024-10-06 00:00:00,Fern Station,W,N,Unknown,,,N,,15.0,,,Seedling,W,white_oak,Fern Station,,2024-10-06,10–29 cm,,
667,,10,2024-10-06 00:00:00,Fern Station,R,N,Unknown,,,N,,10.0,,,Seedling,R,red_oak,Fern Station,,2024-10-06,10–29 cm,,
668,,15,2024-10-06 00:00:00,Fern Station,R,N,Unknown,,,N,,15.0,,,Seedling,R,red_oak,Fern Station,,2024-10-06,10–29 cm,,
669,,25,2024-10-06 00:00:00,Fern Station,R,N,Unknown,,,N,,25.0,,,Seedling,R,red_oak,Fern Station,,2024-10-06,10–29 cm,,
670,,10,2024-10-06 00:00:00,Fern Station,R,N,Unknown,,,N,,10.0,,,Seedling,R,red_oak,Fern Station,,2024-10-06,10–29 cm,,
671,,15,2024-10-06 00:00:00,Fern Station,R,N,Unknown,,,N,,15.0,,,Seedling,R,red_oak,Fern Station,,2024-10-06,10–29 cm,,
672,,15,2024-10-06 00:00:00,Fern Station,R,N,Unknown,,,N,,15.0,,,Seedling,R,red_oak,Fern Station,,2024-10-06,10–29 cm,,
673,,10,2024-10-06 00:00:00,Fern Station,W,N,Unknown,,,N,,10.0,,,Seedling,W,white_oak,Fern Station,,2024-10-06,10–29 cm,,
674,,15,2024-10-06 00:00:00,Fern Station,R,N,Unknown,,,N,,15.0,,,Seedling,R,red_oak,Fern Station,,2024-10-06,10–29 cm,,
675,,15,2024-10-06 00:00:00,Fern Station,R,N,Unknown,,,N,,15.0,,,Seedling,R,red_oak,Fern Station,,2024-10-06,10–29 cm,,
676,,10,2024-10-06 00:00:00,Fern Station,R,N,Unknown,,,N,,10.0,,,Seedling,R,red_oak,Fern Station,,2024-10-06,10–29 cm,,
677,,15,2024-10-06 00:00:00,Fern Station,R,N,Unknown,,,N,,15.0,,,Seedling,R,red_oak,Fern Station,,2024-10-06,10–29 cm,,
678,,10,2024-10-06 00:00:00,Fern Station,W,N,Unknown,,,N,,10.0,,,Seedling,W,white_oak,Fern Station,,2024-10-06,10–29 cm,,
679,73,,2024-10-06 00:00:00,Fern Station,R,Unknown,Unknown,"""Big Trees Around Transect C/D""",,Unknown,,,73.0,,Adult,R,red_oak,Fern Station,,2024-10-06,,,
680,82,,2024-10-06 00:00:00,Fern Station,R,Unknown,Unknown,,,Unknown,,,82.0,,Adult,R,red_oak,Fern Station,,2024-10-06,,,
681,41,,2024-10-06 00:00:00,Fern Station,W,Unknown,Unknown,,,Unknown,,,41.0,,Adult,W,white_oak,Fern Station,,2024-10-06,,,
682,78,,2024-10-06 00:00:00,Fern Station,W,Unknown,Unknown,,,Unknown,,,78.0,,Adult,W,white_oak,Fern Station,,2024-10-06,,,
683,77,,2024-10-06 00:00:00,Fern Station,R,Unknown,Unknown,,,Unknown,,,77.0,,Adult,R,red_oak,Fern Station,,2024-10-06,,,
684,60,,2024-10-06 00:00:00,Fern Station,W,Unknown,Unknown,,,Unknown,,,60.0,,Adult,W,white_oak,Fern Station,,2024-10-06,,,
685,66,,2024-10-06 00:00:00,Fern Station,R,Unknown,Unknown,,,Unknown,,,66.0,,Adult,R,red_oak,Fern Station,,2024-10-06,,,
686,45,,2024-10-06 00:00:00,Fern Station,W,Unknown,Unknown,,,Unknown,,,45.0,,Adult,W,white_oak,Fern Station,,2024-10-06,,,
687,51,,2024-10-06 00:00:00,Fern Station,R,Unknown,Unknown,,,Unknown,,,51.0,,Adult,R,red_oak,Fern Station,,2024-10-06,,,
688,48,,2024-10-06 00:00:00,Fern Station,W,Unknown,Unknown,,,Unknown,,,48.0,,Adult,W,white_oak,Fern Station,,2024-10-06,,,
689,44,,2024-10-06 00:00:00,Fern Station,W,Unknown,Unknown,,,Unknown,,,44.0,,Adult,W,white_oak,Fern Station,,2024-10-06,,,
690,50,,2024-10-06 00:00:00,Fern Station,R,Unknown,Unknown,,,Unknown,,,50.0,,Adult,R,red_oak,Fern Station,,2024-10-06,,,
691,57,,2024-10-06 00:00:00,Fern Station,W,Unknown,Unknown,,,Unknown,,,57.0,,Adult,W,white_oak,Fern Station,,2024-10-06,,,
692,63,,2024-10-06 00:00:00,Fern Station,W,Unknown,Unknown,,,Unknown,,,63.0,,Adult,W,white_oak,Fern Station,,2024-10-06,,,
693,64,,2024-10-06 00:00:00,Fern Station,W,Unknown,Unknown,,,Unknown,,,64.0,,Adult,W,white_oak,Fern Station,,2024-10-06,,,
694,72,,2024-10-06 00:00:00,Fern Station,R,Unknown,Unknown,,,Unknown,,,72.0,,Adult,R,red_oak,Fern Station,,2024-10-06,,,
